_MEMBER_MyList,_LogP_MyList,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-5.827801439709678,R-MMU-1480926,M1,1,0,Reactome Gene Sets,6,O2/CO2 exchange in erythrocytes,,-5.827801439709678,44.083333333333336,13.03056306455523,21160,12,160,4,2.5,1.2342761036332186,19743|20533|100503605|101488143,Rhag|Slc4a1|Hbb-bs|Hbb-bt,-2.6446265341586104,0,2,0,0,-6.667042415513503,66.125,
1,-2.466334499931059,R-MMU-382551,M1,1,0,Reactome Gene Sets,6,Transport of small molecules,,-2.466334499931059,2.487460815047022,3.3299977853388856,21160,638,160,12,7.5,2.0822914061197104,12373|13829|19743|20528|20533|68279|107723|194352|225579|226781|100503605|101488143,Casq2|Dmtn|Rhag|Slc2a4|Slc4a1|Mcoln2|Slc12a6|Trpv5|Slc27a6|Slc30a10|Hbb-bs|Hbb-bt,0.0,0,2,0,0,-6.667042415513503,66.125,
1,-2.158722890933713,R-MMU-425407,M1,1,0,Reactome Gene Sets,6,SLC-mediated transmembrane transport,,-2.158722890933713,3.574324324324324,3.3656586183820885,21160,222,160,6,3.75,1.5019518550872395,19743|20528|20533|107723|225579|226781,Rhag|Slc2a4|Slc4a1|Slc12a6|Slc27a6|Slc30a10,0.0,0,2,0,0,-6.667042415513503,66.125,
1,-6.637629327917631,R-MMU-2173782,M1,1,0,Reactome Gene Sets,6,Binding and Uptake of Ligands by Scavenger Receptors,,-6.637629327917631,22.67142857142857,11.20007980960748,21160,35,160,6,3.75,1.5019518550872395,12491|245282|328563|626615|100503605|101488143,Cd36|Apol10a|Apol11b|Apol11a|Hbb-bs|Hbb-bt,-3.2783631633108827,0,3,1,1,-6.637629327917631,30.056818181818183,
1,-6.258825132349428,R-MMU-2168880,M1,1,0,Reactome Gene Sets,6,Scavenging of heme from plasma,,-6.258825132349428,30.056818181818183,11.902148450847763,21160,22,160,5,3.125,1.3755325673171102,245282|328563|626615|100503605|101488143,Apol10a|Apol11b|Apol11a|Hbb-bs|Hbb-bt,-2.950711490190061,0,3,0,0,-6.637629327917631,30.056818181818183,
1,-5.718645831329868,mmu05144,M1,1,0,KEGG Pathway,24,Malaria - Mus musculus (house mouse),,-5.718645831329868,12.022727272727272,8.457969867058889,21160,77,160,7,4.375,1.6170176541244068,12491|13349|14934|15122|110257|100503605|101488143,Cd36|Ackr1|Gypa|Hba-a1|Hba-a2|Hbb-bs|Hbb-bt,-2.5702330320380122,0,4,1,1,-5.718645831329868,19.59259259259259,
1,-4.316549928697622,GO:0042744,M1,1,0,GO Biological Processes,19,hydrogen peroxide catabolic process,19_GO:0009987 cellular process,-4.316549928697622,19.59259259259259,8.43799321423586,21160,27,160,4,2.5,1.2342761036332186,15122|216635|544763|101488143,Hba-a1|Hbq1a|Hbq1b|Hbb-bt,-1.284642698477204,0,4,0,0,-5.718645831329868,19.59259259259259,
1,-3.6763321927786574,mmu05143,M1,1,0,KEGG Pathway,24,African trypanosomiasis - Mus musculus (house mouse),,-3.6763321927786574,13.564102564102564,6.854952526792644,21160,39,160,4,2.5,1.2342761036332186,15122|110257|100503605|101488143,Hba-a1|Hba-a2|Hbb-bs|Hbb-bt,-0.7563987220021716,0,4,0,0,-5.718645831329868,19.59259259259259,
1,-3.4335942849948378,GO:0042743,M1,1,0,GO Biological Processes,19,hydrogen peroxide metabolic process,19_GO:0009987 cellular process,-3.4335942849948378,11.755555555555556,6.30436682652663,21160,45,160,4,2.5,1.2342761036332186,15122|216635|544763|101488143,Hba-a1|Hbq1a|Hbq1b|Hbb-bt,-0.6183961647383649,0,4,0,0,-5.718645831329868,19.59259259259259,
1,-5.488202519665998,GO:0055080,M1,1,0,GO Biological Processes,19,monoatomic cation homeostasis,19_GO:0042592 homeostatic process,-5.488202519665998,3.9477611940298507,6.033733932783751,21160,536,160,16,10.0,2.3717082451262845,11656|11733|12373|13828|13829|16175|19743|20533|23925|50500|107723|140765|194352|226781|333329|100503085,Alas2|Ank1|Casq2|Epb42|Dmtn|Il1a|Rhag|Slc4a1|Kel|Ttpa|Slc12a6|Tmprss3|Trpv5|Slc30a10|Cngb1|Klhl3,-2.3719744037455435,0,5,1,1,-5.488202519665998,3.981720430107526,
1,-5.355965305560204,GO:0050801,M1,1,0,GO Biological Processes,19,monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-5.355965305560204,3.854280510018215,5.914679356254463,21160,549,160,16,10.0,2.3717082451262845,11656|11733|12373|13828|13829|16175|19743|20533|23925|50500|107723|140765|194352|226781|333329|100503085,Alas2|Ank1|Casq2|Epb42|Dmtn|Il1a|Rhag|Slc4a1|Kel|Ttpa|Slc12a6|Tmprss3|Trpv5|Slc30a10|Cngb1|Klhl3,-2.269700413017193,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-4.903302505886825,GO:0098771,M1,1,0,GO Biological Processes,19,inorganic ion homeostasis,19_GO:0042592 homeostatic process,-4.903302505886825,3.981720430107526,5.674904995651731,21160,465,160,14,8.75,2.2338832500826893,11656|11733|12373|13828|13829|16175|19743|23925|107723|140765|194352|226781|333329|100503085,Alas2|Ank1|Casq2|Epb42|Dmtn|Il1a|Rhag|Kel|Slc12a6|Tmprss3|Trpv5|Slc30a10|Cngb1|Klhl3,-1.8450663369440576,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-3.6983882057652164,GO:0006873,M1,1,0,GO Biological Processes,19,intracellular monoatomic ion homeostasis,19_GO:0042592 homeostatic process,-3.6983882057652164,3.457516339869281,4.646276032863037,21160,459,160,12,7.5,2.0822914061197104,11656|12373|13829|16175|19743|20533|23925|50500|140765|194352|226781|333329,Alas2|Casq2|Dmtn|Il1a|Rhag|Slc4a1|Kel|Ttpa|Tmprss3|Trpv5|Slc30a10|Cngb1,-0.7582513489004437,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-3.5765357702647305,GO:0055082,M1,1,0,GO Biological Processes,19,intracellular chemical homeostasis,19_GO:0042592 homeostatic process,-3.5765357702647305,2.9911147011308556,4.388627552869767,21160,619,160,14,8.75,2.2338832500826893,11656|12373|13829|16175|19743|20533|23925|50500|83433|107723|140765|194352|226781|333329,Alas2|Casq2|Dmtn|Il1a|Rhag|Slc4a1|Kel|Ttpa|Trem2|Slc12a6|Tmprss3|Trpv5|Slc30a10|Cngb1,-0.7121196273380759,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-3.3422349098671464,GO:0019725,M1,1,0,GO Biological Processes,19,cellular homeostasis,19_GO:0042592 homeostatic process,-3.3422349098671464,2.7100409836065573,4.11004946020104,21160,732,160,15,9.375,2.3043564380863475,11656|12373|13829|16175|19743|20533|23925|50500|64297|83433|107723|140765|194352|226781|333329,Alas2|Casq2|Dmtn|Il1a|Rhag|Slc4a1|Kel|Ttpa|Gprc5b|Trem2|Slc12a6|Tmprss3|Trpv5|Slc30a10|Cngb1,-0.5570000129881167,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-3.2048174035676276,GO:0030003,M1,1,0,GO Biological Processes,19,intracellular monoatomic cation homeostasis,19_GO:0042592 homeostatic process,-3.2048174035676276,3.247209821428572,4.196328956117864,21160,448,160,11,6.875,2.000366177416025,11656|12373|13829|16175|20533|23925|50500|140765|194352|226781|333329,Alas2|Casq2|Dmtn|Il1a|Slc4a1|Kel|Ttpa|Tmprss3|Trpv5|Slc30a10|Cngb1,-0.45019488569783284,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-2.8876891470208323,GO:0098660,M1,1,0,GO Biological Processes,19,inorganic ion transmembrane transport,19_GO:0051179 localization,-2.8876891470208323,2.5432692307692304,3.69870641367223,21160,728,160,14,8.75,2.2338832500826893,11733|12291|16490|17705|19743|20533|22599|23925|68279|107723|171395|194352|226781|626615,Ank1|Cacna1g|Kcna2|ATP6|Rhag|Slc4a1|Slc6a20b|Kel|Mcoln2|Slc12a6|Pkd1l1|Trpv5|Slc30a10|Apol11a,-0.2381168521418758,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-2.4992251261703364,GO:0098662,M1,1,0,GO Biological Processes,19,inorganic cation transmembrane transport,19_GO:0051179 localization,-2.4992251261703364,2.5110759493670884,3.3664287426501476,21160,632,160,12,7.5,2.0822914061197104,11733|12291|16490|17705|19743|22599|23925|68279|107723|171395|194352|226781,Ank1|Cacna1g|Kcna2|ATP6|Rhag|Slc6a20b|Kel|Mcoln2|Slc12a6|Pkd1l1|Trpv5|Slc30a10,0.0,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-2.1570760003476006,GO:0034220,M1,1,0,GO Biological Processes,19,monoatomic ion transmembrane transport,19_GO:0051179 localization,-2.1570760003476006,2.1817893401015227,2.951102245080207,21160,788,160,13,8.125,2.1599831813581325,12291|16490|17705|20533|22599|23925|68279|107723|171395|194352|226781|333329|626615,Cacna1g|Kcna2|ATP6|Slc4a1|Slc6a20b|Kel|Mcoln2|Slc12a6|Pkd1l1|Trpv5|Slc30a10|Cngb1|Apol11a,0.0,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-2.113338520645897,GO:0006812,M1,1,0,GO Biological Processes,19,monoatomic cation transport,19_GO:0051179 localization,-2.113338520645897,2.1544486215538847,2.90177511440891,21160,798,160,13,8.125,2.1599831813581325,12291|16490|17705|22599|23925|68279|71775|107723|171395|194352|226781|333329|100503085,Cacna1g|Kcna2|ATP6|Slc6a20b|Kel|Mcoln2|Inhca|Slc12a6|Pkd1l1|Trpv5|Slc30a10|Cngb1|Klhl3,0.0,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-2.01041090373479,GO:0098655,M1,1,0,GO Biological Processes,19,monoatomic cation transmembrane transport,19_GO:0051179 localization,-2.01041090373479,2.2659657320872277,2.8432815350446563,21160,642,160,11,6.875,2.000366177416025,12291|16490|17705|22599|23925|68279|107723|171395|194352|226781|333329,Cacna1g|Kcna2|ATP6|Slc6a20b|Kel|Mcoln2|Slc12a6|Pkd1l1|Trpv5|Slc30a10|Cngb1,0.0,0,5,0,0,-5.488202519665998,3.981720430107526,
1,-4.252160083216116,GO:0006779,M1,1,0,GO Biological Processes,19,porphyrin-containing compound biosynthetic process,19_GO:0009987 cellular process,-4.252160083216116,18.892857142857142,8.269634639651462,21160,28,160,4,2.5,1.2342761036332186,11656|11733|20739|20741,Alas2|Ank1|Spta1|Sptb,-1.2685575325702527,0,6,1,1,-4.252160083216116,18.892857142857142,
1,-4.252160083216116,GO:0033014,M1,1,0,GO Biological Processes,19,tetrapyrrole biosynthetic process,19_GO:0009987 cellular process,-4.252160083216116,18.892857142857142,8.269634639651462,21160,28,160,4,2.5,1.2342761036332186,11656|11733|20739|20741,Alas2|Ank1|Spta1|Sptb,-1.2685575325702527,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.9124206319627173,GO:0051693,M1,1,0,GO Biological Processes,19,actin filament capping,19_GO:0048519 negative regulation of biological process,-3.9124206319627173,15.558823529411764,7.415748898548864,21160,34,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,-0.9510944760280063,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.5926718593236933,GO:0031333,M1,1,0,GO Biological Processes,19,negative regulation of protein-containing complex assembly,19_GO:0048519 negative regulation of biological process,-3.5926718593236933,5.6448170731707314,5.212189176659594,21160,164,160,7,4.375,1.6170176541244068,13829|20617|20739|20741|21916|83433|622675,Dmtn|Snca|Spta1|Sptb|Tmod1|Trem2|Zfp827,-0.7121196273380759,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.5910923848678005,GO:0030835,M1,1,0,GO Biological Processes,19,negative regulation of actin filament depolymerization,19_GO:0048519 negative regulation of biological process,-3.5910923848678005,12.902439024390244,6.658695141095398,21160,41,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,-0.7121196273380759,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.5501757444420967,GO:0006778,M1,1,0,GO Biological Processes,19,porphyrin-containing compound metabolic process,19_GO:0009987 cellular process,-3.5501757444420967,12.595238095238095,6.565621408004834,21160,42,160,4,2.5,1.2342761036332186,11656|11733|20739|20741,Alas2|Ank1|Spta1|Sptb,-0.7027929408142226,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.5028410686693716,GO:0032272,M1,1,0,GO Biological Processes,19,negative regulation of protein polymerization,19_GO:0048519 negative regulation of biological process,-3.5028410686693716,8.477564102564102,5.7749663084225515,21160,78,160,5,3.125,1.3755325673171102,13829|20617|20739|20741|21916,Dmtn|Snca|Spta1|Sptb|Tmod1,-0.6718486812296669,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.2242716700231573,GO:0033013,M1,1,0,GO Biological Processes,19,tetrapyrrole metabolic process,19_GO:0009987 cellular process,-3.2242716700231573,10.372549019607844,5.849340348400178,21160,51,160,4,2.5,1.2342761036332186,11656|11733|20739|20741,Alas2|Ank1|Spta1|Sptb,-0.45327721225873785,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.09938322589459,GO:0030834,M1,1,0,GO Biological Processes,19,regulation of actin filament depolymerization,19_GO:0050789 regulation of biological process,-3.09938322589459,9.618181818181819,5.586016728139022,21160,55,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,-0.3685059913381532,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.9034686148694497,GO:0030837,M1,1,0,GO Biological Processes,19,negative regulation of actin filament polymerization,19_GO:0048519 negative regulation of biological process,-2.9034686148694497,8.53225806451613,5.1843976497081075,21160,62,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,-0.24317245459871997,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.649140409925094,GO:1902904,M1,1,0,GO Biological Processes,19,negative regulation of supramolecular fiber organization,19_GO:0048519 negative regulation of biological process,-2.649140409925094,4.5085227272727275,4.079757997880679,21160,176,160,6,3.75,1.5019518550872395,13829|20617|20739|20741|21916|83433,Dmtn|Snca|Spta1|Sptb|Tmod1|Trem2,-0.07876749901313294,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.536251533048242,GO:1901880,M1,1,0,GO Biological Processes,19,negative regulation of protein depolymerization,19_GO:0048519 negative regulation of biological process,-2.536251533048242,6.782051282051282,4.465511881866387,21160,78,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,0.0,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.348037840396148,GO:0043242,M1,1,0,GO Biological Processes,19,negative regulation of protein-containing complex disassembly,19_GO:0048519 negative regulation of biological process,-2.348037840396148,6.011363636363637,4.111897572447979,21160,88,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,0.0,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.2512716893152365,GO:0090066,M1,1,0,GO Biological Processes,19,regulation of anatomical structure size,19_GO:0065007 biological regulation,-2.2512716893152365,2.4490740740740744,3.1268482609075754,21160,594,160,11,6.875,2.000366177416025,12291|13829|20739|20741|21916|23925|60596|64297|93686|107723|271639,Cacna1g|Dmtn|Spta1|Sptb|Tmod1|Kel|Gucy1a1|Gprc5b|Rbfox2|Slc12a6|Adcy10,0.0,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.152537256172041,GO:1901879,M1,1,0,GO Biological Processes,19,regulation of protein depolymerization,19_GO:0050789 regulation of biological process,-2.152537256172041,5.29,3.753410132006309,21160,100,160,4,2.5,1.2342761036332186,13829|20739|20741|21916,Dmtn|Spta1|Sptb|Tmod1,0.0,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-2.09503408263831,GO:0010256,M1,1,0,GO Biological Processes,19,endomembrane system organization,19_GO:0009987 cellular process,-2.09503408263831,2.453617810760668,2.983923400814553,21160,539,160,10,6.25,1.9136638615493577,13829|20533|20739|20741|69376|75985|76157|98733|229474|631797,Dmtn|Slc4a1|Spta1|Sptb|Zpbp2|Rab30|Slc35d3|Obsl1|Fhdc1|Fer1l6,0.0,0,6,0,0,-4.252160083216116,18.892857142857142,
1,-3.386622452278459,GO:0070482,M1,1,0,GO Biological Processes,19,response to oxygen levels,19_GO:0050896 response to stimulus,-3.386622452278459,3.4149061032863854,4.395025657997889,21160,426,160,11,6.875,2.000366177416025,11656|14205|15235|16175|16878|17705|20528|21687|50706|60596|83433,Alas2|Vegfd|Mst1|Il1a|Lif|ATP6|Slc2a4|Tek|Postn|Gucy1a1|Trem2,-0.5866642985787232,0,7,1,1,-3.386622452278459,4.078193832599118,
1,-3.0823754625707847,GO:0001666,M1,1,0,GO Biological Processes,19,response to hypoxia,19_GO:0050896 response to stimulus,-3.0823754625707847,3.673611111111111,4.2331287860691305,21160,324,160,9,5.625,1.8215024275992606,11656|14205|15235|16175|16878|20528|21687|50706|83433,Alas2|Vegfd|Mst1|Il1a|Lif|Slc2a4|Tek|Postn|Trem2,-0.3640873553223682,0,7,0,0,-3.386622452278459,4.078193832599118,
1,-2.9988597181684447,GO:0070372,M1,1,0,GO Biological Processes,19,regulation of ERK1 and ERK2 cascade,19_GO:0050896 response to stimulus,-2.9988597181684447,3.574324324324324,4.133043076855011,21160,333,160,9,5.625,1.8215024275992606,12491|14183|16175|16878|21687|76954|83433|226781|319520,Cd36|Fgfr2|Il1a|Lif|Tek|Dennd2b|Trem2|Slc30a10|Dusp4,-0.3162871631865627,0,7,0,0,-3.386622452278459,4.078193832599118,
1,-2.7651961229148245,GO:0036293,M1,1,0,GO Biological Processes,19,response to decreased oxygen levels,19_GO:0050896 response to stimulus,-2.7651961229148245,3.30625,3.8523335204186577,21160,360,160,9,5.625,1.8215024275992606,11656|14205|15235|16175|16878|20528|21687|50706|83433,Alas2|Vegfd|Mst1|Il1a|Lif|Slc2a4|Tek|Postn|Trem2,-0.13764136566110657,0,7,0,0,-3.386622452278459,4.078193832599118,
1,-2.7599417052910686,GO:0070374,M1,1,0,GO Biological Processes,19,positive regulation of ERK1 and ERK2 cascade,19_GO:0048518 positive regulation of biological process,-2.7599417052910686,4.078193832599118,4.069968695426917,21160,227,160,7,4.375,1.6170176541244068,12491|14183|16175|21687|76954|83433|226781,Cd36|Fgfr2|Il1a|Tek|Dennd2b|Trem2|Slc30a10,-0.13764136566110657,0,7,0,0,-3.386622452278459,4.078193832599118,
1,-2.107153874318091,mmu04010,M1,1,0,KEGG Pathway,24,MAPK signaling pathway - Mus musculus (house mouse),,-2.107153874318091,3.096153846153846,3.1863178768172946,21160,299,160,7,4.375,1.6170176541244068,12291|14183|14205|16175|18218|21687|319520,Cacna1g|Fgfr2|Vegfd|Il1a|Dusp8|Tek|Dusp4,0.0,0,7,0,0,-3.386622452278459,4.078193832599118,
1,-3.1940370974186374,GO:0002720,M1,1,0,GO Biological Processes,19,positive regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-3.1940370974186374,7.266483516483516,5.229022968374335,21160,91,160,5,3.125,1.3755325673171102,12491|21687|27278|58185|64297,Cd36|Tek|Clnk|Rsad2|Gprc5b,-0.45019488569783284,0,8,1,1,-3.1940370974186374,7.266483516483516,
1,-3.034727701943492,GO:0001819,M1,1,0,GO Biological Processes,19,positive regulation of cytokine production,19_GO:0048518 positive regulation of biological process,-3.034727701943492,2.911926605504587,3.947078024801787,21160,545,160,12,7.5,2.0822914061197104,12491|14205|16175|21687|27278|50706|58185|64297|68279|69097|72049|83433,Cd36|Vegfd|Il1a|Tek|Clnk|Postn|Rsad2|Gprc5b|Mcoln2|Trim15|Tnfrsf13c|Trem2,-0.32867405111208714,0,8,0,0,-3.1940370974186374,7.266483516483516,
1,-3.00271069309257,GO:0002702,M1,1,0,GO Biological Processes,19,positive regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-3.00271069309257,5.29,4.602436537235683,21160,150,160,6,3.75,1.5019518550872395,12491|18861|21687|27278|58185|64297,Cd36|Pms2|Tek|Clnk|Rsad2|Gprc5b,-0.3162871631865627,0,8,0,0,-3.1940370974186374,7.266483516483516,
1,-2.9064394251589727,GO:0002700,M1,1,0,GO Biological Processes,19,regulation of production of molecular mediator of immune response,19_GO:0002376 immune system process,-2.9064394251589727,4.325934579439251,4.268427927902535,21160,214,160,7,4.375,1.6170176541244068,12491|18861|21687|27278|58185|64297|69376,Cd36|Pms2|Tek|Clnk|Rsad2|Gprc5b|Zpbp2,-0.24317245459871997,0,8,0,0,-3.1940370974186374,7.266483516483516,
1,-2.4644173869067583,GO:0002718,M1,1,0,GO Biological Processes,19,regulation of cytokine production involved in immune response,19_GO:0002376 immune system process,-2.4644173869067583,4.9718045112781954,4.010725517471289,21160,133,160,5,3.125,1.3755325673171102,12491|21687|27278|58185|64297,Cd36|Tek|Clnk|Rsad2|Gprc5b,0.0,0,8,0,0,-3.1940370974186374,7.266483516483516,
1,-2.7543646846681447,GO:0060999,M1,1,0,GO Biological Processes,19,positive regulation of dendritic spine development,19_GO:0032502 developmental process,-2.7543646846681447,7.779411764705882,4.887485713732325,21160,68,160,4,2.5,1.2342761036332186,19699|208922|245537|574437,Reln|Cpeb3|Nlgn3|Xlr3b,-0.13764136566110657,0,9,1,1,-2.7543646846681447,12.3984375,
1,-2.746785003484455,GO:0001941,M1,1,0,GO Biological Processes,19,postsynaptic membrane organization,19_GO:0009987 cellular process,-2.746785003484455,12.3984375,5.632342167691269,21160,32,160,3,1.875,1.072334996048343,19699|83453|245537,Reln|Chrdl1|Nlgn3,-0.13764136566110657,0,9,0,0,-2.7543646846681447,12.3984375,
1,-2.5162129909942466,GO:0032414,M1,1,0,GO Biological Processes,19,positive regulation of ion transmembrane transporter activity,19_GO:0051179 localization,-2.5162129909942466,6.69620253164557,4.4274256546114845,21160,79,160,4,2.5,1.2342761036332186,19699|77574|83433|245537,Reln|Tcaf1|Trem2|Nlgn3,0.0,0,9,0,0,-2.7543646846681447,12.3984375,
1,-2.4202100575982644,GO:0032411,M1,1,0,GO Biological Processes,19,positive regulation of transporter activity,19_GO:0051179 localization,-2.4202100575982644,6.2976190476190474,4.246432120428343,21160,84,160,4,2.5,1.2342761036332186,19699|77574|83433|245537,Reln|Tcaf1|Trem2|Nlgn3,0.0,0,9,0,0,-2.7543646846681447,12.3984375,
